Year,NOC,Comes_from_City,Avg_Age,Avg_Height,Avg_Weight,Total_Medal_Score,Number_of_Athelete,Sport_type_Both,Sport_type_Individual,Sport_type_Team,Sex_F,Sex_M
1984,NCA,0,23.4,172.6,68.2,0,5,0,5,0,0,5
1984,NED,0,24.02970297029703,179.27722772277227,73.0,108,202,0,115,87,97,105
1984,NEP,0,27.0,166.4,54.4,0,5,0,5,0,0,5
1984,NGR,0,23.13888888888889,175.91666666666666,73.52777777777777,6,36,0,36,0,3,33
1984,NIG,0,24.5,175.0,64.5,0,2,0,2,0,0,2
1984,NOR,0,24.46875,179.35267857142858,72.625,41,224,7,173,44,49,175
1984,NZL,0,24.63095238095238,177.9345238095238,73.54166666666667,72,168,0,113,55,41,127
1984,OMA,0,21.666666666666668,174.53333333333333,67.6,0,15,0,15,0,0,15
1984,PAK,0,24.181818181818183,174.06060606060606,69.36363636363636,64,33,0,17,16,0,33
1984,PAN,0,21.0,171.375,70.125,0,8,0,5,3,0,8
1984,PAR,0,25.428571428571427,174.28571428571428,69.35714285714286,0,14,0,14,0,0,14
1984,PER,0,21.704545454545453,175.3181818181818,69.5909090909091,2,44,11,21,12,19,25
1984,PHI,0,23.419354838709676,168.41935483870967,59.193548387096776,0,31,0,17,14,8,23
1984,PNG,0,26.0,168.83333333333334,58.083333333333336,0,12,0,12,0,5,7
1984,POL,0,24.214285714285715,174.64285714285714,71.16666666666667,0,42,0,22,20,14,28
1984,POR,0,25.5625,172.54166666666666,65.83333333333333,6,48,0,42,6,11,37
1984,PRK,0,16.846153846153847,166.6153846153846,60.07692307692308,0,13,0,13,0,6,7
1984,PUR,0,24.80701754385965,172.94736842105263,68.12280701754386,3,57,0,48,9,10,47
1984,QAT,0,20.636363636363637,173.36363636363637,68.63636363636364,0,11,0,1,10,0,11
1984,ROU,0,23.04524886877828,171.36651583710406,68.41176470588235,257,221,50,143,28,102,119
1984,RWA,0,23.5,165.5,59.5,0,4,0,4,0,2,2
1984,SAM,0,27.0,183.0,94.33333333333333,0,3,0,3,0,0,3
1984,SEN,0,26.2,180.1,77.0,0,30,0,30,0,1,29
1984,SEY,0,23.333333333333332,171.86666666666667,62.13333333333333,0,15,0,15,0,3,12
1984,SGP,0,19.714285714285715,180.0,74.0,0,14,0,1,13,0,14
1984,SLE,0,21.4,182.0,70.2,0,5,0,5,0,1,4
1984,SMR,0,25.27027027027027,175.54054054054055,70.56756756756756,0,37,7,23,7,3,34
1984,SOL,0,29.0,185.0,65.0,0,1,0,1,0,0,1
1984,SOM,0,19.833333333333332,181.66666666666666,69.5,0,6,0,6,0,0,6
1984,SRI,0,22.5,172.16666666666666,67.33333333333333,0,6,0,3,3,0,6
1984,SUD,0,27.2,176.6,62.4,0,5,0,5,0,0,5
1984,SUI,0,23.77358490566038,173.63522012578616,68.0503144654088,38,318,84,172,62,94,224
1984,SUR,0,19.833333333333332,171.83333333333334,68.5,0,6,0,4,2,0,6
1984,SWE,0,24.321022727272727,179.3465909090909,74.0497159090909,114,352,12,241,99,91,261
1984,SWZ,0,23.5,165.75,65.5,0,8,0,5,3,0,8
1984,SYR,0,22.285714285714285,170.71428571428572,76.71428571428571,0,7,0,7,0,0,7
1984,TAN,0,27.357142857142858,170.64285714285714,63.214285714285715,0,14,0,14,0,3,11
1984,TCH,0,24.265822784810126,173.68354430379748,68.9873417721519,52,79,0,59,20,28,51
1984,THA,0,27.85,167.5,59.275,2,40,0,40,0,11,29
1984,TOG,0,25.2,173.0,63.8,0,5,0,5,0,0,5
1984,TPE,0,23.01388888888889,172.45833333333334,66.98611111111111,1,72,0,49,23,15,57
1984,TTO,0,22.043478260869566,177.2608695652174,69.47826086956522,0,23,0,21,2,8,15
1984,TUN,0,22.142857142857142,178.78571428571428,71.60714285714286,0,28,12,12,4,4,24
1984,TUR,0,23.680555555555557,176.68055555555554,71.81944444444444,3,72,0,55,17,3,69
1984,UGA,0,24.555555555555557,170.37037037037038,65.74074074074075,0,27,0,27,0,2,25
1984,URS,0,24.15,174.44285714285715,71.97142857142858,158,140,0,108,32,42,98
1984,URU,0,22.0,186.47826086956522,81.52173913043478,0,23,0,6,17,2,21
1984,USA,690,24.478622327790973,176.80997624703087,71.47743467933492,1052,842,108,513,221,304,538
1984,VEN,0,23.7,178.75,71.875,3,40,0,20,20,0,40
1984,YAR,0,27.666666666666668,163.33333333333334,57.666666666666664,0,3,0,3,0,0,3
1984,YUG,0,23.633204633204635,180.4169884169884,76.35521235521236,235,259,0,138,121,58,201
1984,ZAM,0,23.428571428571427,173.71428571428572,67.0,0,7,0,7,0,0,7
1984,ZIM,0,29.1,173.95,67.55,0,20,0,20,0,3,17
1988,AHO,0,20.0,193.0,80.0,0,2,0,0,2,0,2
1988,ALG,0,24.785714285714285,176.16666666666666,72.83333333333333,0,42,0,28,14,2,40
1988,AND,0,20.0,171.71428571428572,67.28571428571429,0,7,0,7,0,0,7
1988,ANG,0,19.307692307692307,169.19230769230768,61.26923076923077,0,26,0,11,15,11,15
1988,ANT,0,23.32,177.76,65.2,0,25,0,25,0,4,21
1988,ARG,0,24.678321678321677,178.84615384615384,73.61538461538461,14,143,12,78,53,32,111
1988,ARU,0,27.833333333333332,171.0,68.16666666666667,0,12,0,12,0,7,5
1988,ASA,0,29.0,179.5,97.25,0,4,0,4,0,0,4
1988,AUS,0,24.870689655172413,177.73563218390805,73.07471264367815,95,348,17,191,140,105,243
1988,AUT,0,25.445544554455445,179.6089108910891,75.68316831683168,27,202,0,161,41,34,168
1988,BAH,0,27.8125,177.625,73.53125,0,16,0,16,0,5,11
1988,BAN,0,23.454545454545453,170.8181818181818,63.09090909090909,0,11,0,9,2,0,11
1988,BAR,0,23.4375,174.75,70.625,0,16,0,16,0,2,14
1988,BEL,0,24.34567901234568,174.12345679012347,68.71604938271605,2,81,5,60,16,35,46
1988,BEN,0,27.6,176.2,68.2,0,10,0,10,0,2,8
1988,BER,0,28.642857142857142,177.21428571428572,71.28571428571429,0,14,0,13,1,1,13
1988,BHU,0,34.0,169.33333333333334,66.0,0,6,0,6,0,0,6
1988,BIZ,0,22.307692307692307,174.23076923076923,66.15384615384616,0,13,0,13,0,0,13
1988,BOL,0,21.714285714285715,177.0,69.78571428571429,0,14,0,10,4,4,10
1988,BOT,0,25.2,182.4,72.0,0,10,0,10,0,0,10
1988,BRA,0,24.33189655172414,179.07758620689654,73.40517241379311,43,232,35,123,74,52,180
1988,BRN,0,23.666666666666668,184.08333333333334,72.16666666666667,0,12,0,12,0,0,12
1988,BUL,0,23.245847176079735,173.7375415282392,69.07308970099668,85,301,96,170,35,121,180
1988,BUR,0,24.5,176.5,71.0,0,4,0,4,0,2,2
1988,CAF,0,25.0,189.13333333333333,80.4,0,15,0,3,12,0,15
1988,CAN,186,24.010159651669085,174.81132075471697,70.31930333817127,48,689,84,462,143,242,447
1988,CAY,0,22.166666666666668,179.08333333333334,71.33333333333333,0,12,0,12,0,1,11
1988,CGO,0,24.3,176.9,66.0,0,10,0,10,0,3,7
1988,CHA,0,23.0,180.0,67.4,0,5,0,5,0,0,5
1988,CHI,0,25.77777777777778,179.14814814814815,79.25925925925925,2,27,0,27,0,1,26
1988,CHN,0,22.47086247086247,171.2773892773893,65.44289044289044,86,429,95,216,118,195,234
1988,CIV,0,23.25,174.25,66.75,0,8,0,8,0,3,5
1988,CMR,0,23.36842105263158,173.0,77.6842105263158,0,19,0,19,0,4,15
1988,COD,0,23.76923076923077,173.46153846153845,67.76923076923077,0,13,0,13,0,3,10
1988,COK,0,23.0,172.0,66.875,0,8,0,8,0,2,6
1988,COL,0,24.964285714285715,169.85714285714286,63.44642857142857,1,56,0,54,2,15,41
1988,CRC,0,20.59375,174.28125,67.15625,2,32,0,7,25,20,12
1988,CYP,0,25.785714285714285,176.35714285714286,68.64285714285714,0,14,0,14,0,3,11
1988,DEN,0,23.869230769230768,181.2923076923077,73.73846153846154,17,130,0,82,48,40,90
1988,DJI,0,24.166666666666668,170.66666666666666,53.833333333333336,1,6,0,6,0,0,6
1988,DOM,0,26.142857142857142,170.85714285714286,67.14285714285714,0,7,0,7,0,1,6
1988,ECU,0,26.066666666666666,170.0,64.93333333333334,0,15,0,15,0,4,11
1988,EGY,0,23.655172413793103,181.79310344827587,81.63793103448276,0,58,0,36,22,1,57
1988,ESA,0,23.714285714285715,166.28571428571428,61.285714285714285,0,7,0,7,0,1,6
1988,ESP,0,23.660377358490567,174.99685534591194,69.05660377358491,10,318,57,182,79,71,247
1988,FIJ,0,24.023809523809526,176.5,70.38095238095238,0,42,0,24,18,15,27
1988,FIN,0,26.730569948186528,177.54922279792746,72.98186528497409,85,193,0,169,24,46,147
1988,FRA,0,24.587174348697395,176.12625250501003,69.39078156312625,74,499,75,334,90,138,361
1988,FRG,0,24.849693251533743,179.40490797546013,73.35889570552148,281,652,58,422,172,189,463
1988,GAB,0,21.5,164.0,57.0,0,2,0,2,0,1,1
1988,GAM,0,21.666666666666668,170.33333333333334,65.0,0,3,0,3,0,1,2
1988,GBR,0,25.451957295373667,176.23665480427047,70.93950177935943,137,562,24,419,119,204,358
1988,GDR,0,23.257085020242915,177.10526315789474,71.3006072874494,548,494,96,311,87,207,287
1988,GEQ,0,22.25,170.5,68.5,0,4,0,4,0,1,3
1988,GHA,0,21.05,171.35,64.15,0,20,0,20,0,7,13
1988,GRE,0,23.61111111111111,176.33333333333334,74.72222222222223,1,72,5,44,23,19,53
1988,GRN,0,22.4,166.8,62.4,0,5,0,5,0,2,3
1988,GUA,0,24.486486486486488,168.83783783783784,61.16216216216216,0,37,5,13,19,8,29
1988,GUI,0,19.0,177.0,80.0,0,2,0,2,0,0,2
1988,GUM,0,23.916666666666668,175.16666666666666,72.0,0,24,0,13,11,5,19
1988,GUY,0,25.0,171.25,64.25,0,8,0,8,0,1,7
1988,HAI,0,26.8,179.0,84.8,0,5,0,5,0,1,4
1988,HKG,0,23.47252747252747,173.41758241758242,64.43956043956044,0,91,0,55,36,24,67
1988,HON,0,19.055555555555557,171.0,60.166666666666664,0,18,0,6,12,5,13
1988,HUN,0,23.738317757009344,176.40809968847353,71.88785046728972,113,321,84,181,56,81,240
1988,INA,0,21.952380952380953,167.64285714285714,60.61904761904762,6,42,0,33,9,10,32
1988,IND,0,24.0,168.40816326530611,61.734693877551024,0,49,0,33,16,9,40
1988,IRI,0,22.807692307692307,171.42307692307693,66.34615384615384,2,26,0,26,0,0,26
1988,IRL,0,25.675324675324674,176.7792207792208,70.05194805194805,0,77,0,62,15,13,64
1988,IRQ,0,26.833333333333332,174.66666666666666,65.0,0,6,0,4,2,0,6
1988,ISL,0,24.431818181818183,182.97727272727272,80.79545454545455,0,44,0,13,31,8,36
1988,ISR,0,22.517241379310345,172.51724137931035,66.65517241379311,0,29,5,20,4,8,21
1988,ISV,0,24.41304347826087,178.30434782608697,71.3913043478261,2,46,0,19,27,6,40
1988,ITA,0,24.312775330396477,176.23568281938327,71.30396475770925,86,454,75,288,91,92,362
1988,IVB,0,24.25,179.0,72.25,0,4,0,4,0,0,4
1988,JAM,0,23.98181818181818,177.03636363636363,71.72727272727273,14,55,0,49,6,19,36
1988,JOR,0,22.833333333333332,165.83333333333334,64.33333333333333,0,6,0,6,0,1,5
1988,JPN,0,23.617760617760617,169.16409266409266,63.80888030888031,36,518,108,330,80,159,359
1988,KEN,0,25.872093023255815,174.09302325581396,67.51162790697674,26,86,0,70,16,6,80
1988,KOR,549,21.640070921985817,172.2836879432624,66.58333333333333,198,564,81,322,161,201,363
1988,KSA,0,24.09090909090909,166.36363636363637,62.45454545454545,0,11,0,11,0,0,11
1988,KUW,0,21.35483870967742,175.51612903225808,73.06451612903226,0,31,0,26,5,0,31
1988,LAO,0,22.333333333333332,160.33333333333334,51.333333333333336,0,3,0,3,0,1,2
1988,LBA,0,25.0,179.0,73.66666666666667,0,3,0,3,0,0,3
1988,LBR,0,22.571428571428573,168.42857142857142,57.42857142857143,0,7,0,7,0,3,4
1988,LES,0,23.333333333333332,165.0,61.333333333333336,0,6,0,6,0,0,6
1988,LIB,0,21.258064516129032,173.1290322580645,71.0,0,31,0,20,11,3,28
1988,LIE,0,23.470588235294116,174.3235294117647,68.79411764705883,1,34,0,34,0,12,22
1988,LUX,0,25.285714285714285,175.92857142857142,68.78571428571429,0,14,0,9,5,4,10
1988,MAR,0,24.714285714285715,172.1904761904762,58.61904761904762,6,21,0,21,0,3,18
1988,MAS,0,21.928571428571427,172.92857142857142,63.5,0,14,0,11,3,5,9
1988,MAW,0,26.857142857142858,163.47619047619048,66.28571428571429,0,21,0,21,0,0,21
1988,MDV,0,19.88888888888889,163.44444444444446,54.666666666666664,0,9,0,9,0,0,9
1988,MEX,0,24.066666666666666,175.76666666666668,67.25333333333333,2,150,7,103,40,29,121
1988,MGL,0,24.25,171.1875,67.3125,1,32,0,32,0,7,25
1988,MLI,0,21.0,186.0,82.0,0,2,0,2,0,0,2
1988,MLT,0,23.666666666666668,167.5,63.833333333333336,0,6,0,6,0,1,5
1988,MON,0,26.818181818181817,177.9090909090909,76.72727272727273,0,11,0,9,2,1,10
1988,MOZ,0,23.0,175.25,68.75,0,4,0,4,0,1,3
1988,MRI,0,24.90909090909091,175.0,68.27272727272727,0,11,0,11,0,2,9
1988,MTN,0,26.0,175.28571428571428,78.71428571428571,0,7,0,7,0,0,7
1988,MYA,0,26.666666666666668,161.66666666666666,43.333333333333336,0,3,0,3,0,3,0
1988,NED,0,24.89041095890411,180.47488584474885,74.1689497716895,73,219,12,136,71,96,123
1988,NEP,0,25.142857142857142,165.71428571428572,55.57142857142857,0,7,0,7,0,1,6
1988,NGR,0,23.428571428571427,174.6530612244898,72.79591836734694,0,49,0,44,5,11,38
1988,NOR,0,24.823863636363637,178.89772727272728,74.17045454545455,61,176,0,134,42,46,130
1988,NZL,0,26.94736842105263,178.7982456140351,74.02631578947368,39,114,0,99,15,20,94
1988,OMA,0,25.0,170.72727272727272,63.72727272727273,0,11,0,11,0,0,11
1988,PAK,0,22.96551724137931,174.68965517241378,67.34482758620689,0,29,0,14,15,0,29
1988,PAN,0,23.88888888888889,170.0,66.44444444444444,0,9,0,7,2,0,9
1988,PAR,0,23.125,175.75,70.125,0,8,0,8,0,0,8
1988,PER,0,24.615384615384617,176.34615384615384,71.11538461538461,24,26,12,10,4,15,11
1988,PHI,0,22.372093023255815,169.51162790697674,63.23255813953488,1,43,0,30,13,7,36
1988,PNG,0,23.5,167.25,60.916666666666664,0,12,0,12,0,3,9
1988,POL,0,25.570212765957447,176.92340425531916,73.56808510638298,36,235,0,199,36,59,176
1988,POR,0,23.033333333333335,173.32222222222222,65.84444444444445,4,90,12,59,19,15,75
1988,PRK,0,21.142857142857142,162.28571428571428,58.42857142857143,0,7,0,7,0,5,2
1988,PUR,0,27.333333333333332,187.29166666666666,83.95833333333333,0,24,0,12,12,1,23
1988,QAT,0,22.545454545454547,177.45454545454547,69.54545454545455,0,11,0,11,0,0,11
1988,ROU,0,21.711229946524064,168.06951871657753,63.50802139037433,116,187,84,86,17,102,85
1988,RWA,0,23.0,165.14285714285714,58.285714285714285,0,7,0,7,0,3,4
1988,SAM,0,23.0,172.27272727272728,73.45454545454545,0,11,0,11,0,0,11
1988,SEN,0,25.9,180.7,72.8,2,20,0,20,0,1,19
1988,SGP,0,22.185185185185187,177.55555555555554,70.11111111111111,0,27,0,3,24,1,26
1988,SLE,0,22.41176470588235,176.94117647058823,72.82352941176471,0,17,0,17,0,1,16
1988,SMR,0,24.863636363636363,179.27272727272728,76.45454545454545,0,22,0,16,6,0,22
1988,SOL,0,23.75,172.25,66.5,0,4,0,4,0,0,4
1988,SOM,0,23.25,176.25,64.5,0,4,0,4,0,0,4
1988,SRI,0,23.22222222222222,170.0,60.22222222222222,0,9,0,4,5,4,5
1988,SUD,0,27.8,175.8,70.8,0,5,0,5,0,0,5
1988,SUI,0,26.41635687732342,176.91078066914497,72.06691449814126,65,269,14,196,59,68,201
1988,SUR,0,21.4,173.5,66.1,4,10,0,8,2,4,6
1988,SWE,0,25.057377049180328,180.12568306010928,74.86065573770492,71,366,19,254,93,86,280
1988,SWZ,0,24.083333333333332,167.16666666666666,69.91666666666667,0,12,0,6,6,0,12
1988,SYR,0,22.76923076923077,170.23076923076923,73.23076923076923,0,13,0,13,0,0,13
1988,TAN,0,23.5,167.3,62.1,0,10,0,10,0,0,10
1988,TCH,0,23.938566552901023,176.61774744027304,72.17747440273038,28,293,36,177,80,99,194
1988,TGA,0,22.142857142857142,183.28571428571428,83.0,0,7,0,7,0,2,5
1988,THA,0,25.384615384615383,165.46153846153845,58.76923076923077,1,13,0,13,0,2,11
1988,TOG,0,23.333333333333332,173.0,64.83333333333333,0,6,0,6,0,0,6
1988,TPE,0,22.177777777777777,169.07407407407408,63.266666666666666,0,135,7,89,39,51,84
1988,TTO,0,23.2,172.1,65.0,0,10,0,7,3,5,5
1988,TUN,0,24.155555555555555,179.13333333333333,71.8,0,45,12,10,23,5,40
1988,TUR,0,23.491525423728813,173.5593220338983,68.35593220338983,6,59,0,53,6,8,51
1988,UAE,0,19.473684210526315,169.42105263157896,63.68421052631579,0,19,0,0,19,0,19
1988,UGA,0,23.766666666666666,170.26666666666668,62.666666666666664,0,30,0,30,0,8,22
1988,URS,0,24.154731457800512,177.1700767263427,73.80306905370844,965,782,108,481,193,262,520
1988,URU,0,24.166666666666668,178.94444444444446,76.5,0,18,0,15,3,2,16
1988,USA,0,24.912946428571427,176.56584821428572,71.40625,548,896,108,571,217,347,549
1988,VAN,0,22.666666666666668,167.66666666666666,61.166666666666664,0,6,0,6,0,2,4
1988,VEN,0,23.4375,169.1875,63.8125,0,16,0,16,0,2,14
1988,VIE,0,22.916666666666668,166.0,55.75,0,12,0,8,4,2,10
1988,VIN,0,18.0,157.0,57.0,0,1,0,1,0,1,0
1988,YAR,0,19.714285714285715,169.14285714285714,69.0,0,7,0,7,0,0,7
1988,YMD,0,24.0,175.0,68.0,0,2,0,2,0,0,2
1988,YUG,0,23.755760368663594,182.04608294930875,76.18433179723502,146,217,7,116,94,55,162
1988,ZAM,0,23.9375,172.78125,68.09375,0,32,0,15,17,0,32
1988,ZIM,0,25.106382978723403,176.48936170212767,70.31914893617021,0,47,0,34,13,9,38
1992,AHO,0,26.666666666666668,178.66666666666666,83.0,0,3,0,2,1,0,3
1992,ALB,0,23.0,163.0,57.0,0,1,0,1,0,1,0
1992,ALG,0,23.61904761904762,170.42857142857142,62.76190476190476,5,21,0,21,0,2,19
1992,AND,0,19.705882352941178,169.8235294117647,66.58823529411765,0,17,0,17,0,4,13
1992,ANG,0,23.615384615384617,182.30769230769232,76.76923076923077,0,26,0,8,18,6,20
1992,ANT,0,23.076923076923077,172.30769230769232,63.69230769230769,0,13,0,13,0,3,10
1992,ARG,0,26.577464788732396,176.14084507042253,73.46478873239437,2,71,0,61,10,12,59
1992,ARU,0,28.5,171.25,67.25,0,4,0,4,0,1,3
1992,AUS,0,24.318327974276528,177.81993569131834,73.7556270096463,114,311,13,190,108,108,203
1992,AUT,0,25.81858407079646,178.54424778761063,73.94690265486726,77,226,0,201,25,58,168
1992,BAH,0,25.2,180.2,76.06666666666666,1,15,0,13,2,3,12
1992,BAN,0,23.857142857142858,169.57142857142858,63.0,0,7,0,7,0,0,7
1992,BAR,0,22.428571428571427,180.78571428571428,73.92857142857143,0,14,0,14,0,0,14
1992,BEL,0,24.904761904761905,177.22857142857143,70.94285714285714,4,105,5,79,21,39,66
1992,BEN,0,22.4,172.8,68.8,0,5,0,5,0,2,3
1992,BER,0,25.11111111111111,174.77777777777777,73.22222222222223,0,9,0,9,0,4,5
1992,BHU,0,26.666666666666668,163.66666666666666,59.0,0,6,0,6,0,2,4
1992,BIH,0,32.833333333333336,173.5,79.0,0,6,0,6,0,4,2
1992,BIZ,0,22.647058823529413,177.23529411764707,69.23529411764706,0,17,0,17,0,0,17
1992,BOL,0,29.214285714285715,168.14285714285714,57.214285714285715,0,14,0,14,0,6,8
1992,BOT,0,27.666666666666668,176.83333333333334,67.16666666666667,0,6,0,6,0,0,6
1992,BRA,0,25.474285714285713,181.3542857142857,74.97714285714285,50,175,34,100,41,34,141
1992,BRN,0,25.214285714285715,167.92857142857142,72.78571428571429,0,14,0,14,0,0,14
1992,BUL,0,22.59925093632959,172.11610486891385,67.82397003745318,33,267,84,165,18,94,173
1992,BUR,0,24.666666666666668,189.66666666666666,82.33333333333333,0,3,0,3,0,0,3
1992,CAF,0,21.8,183.6,72.6,0,5,0,5,0,0,5
1992,CAN,0,25.064412238325282,174.93558776167473,70.60225442834138,209,621,69,439,113,250,371
1992,CAY,0,23.333333333333332,180.11111111111111,76.0,0,9,0,9,0,0,9
1992,CGO,0,23.625,175.625,69.25,0,8,0,8,0,1,7
1992,CHA,0,20.0,173.0,63.0,0,5,0,5,0,2,3
1992,CHI,0,26.72222222222222,173.16666666666666,71.44444444444444,0,18,0,18,0,1,17
1992,CHN,0,22.11764705882353,170.87745098039215,65.18872549019608,181,408,96,245,67,218,190
1992,CIV,0,23.357142857142858,175.64285714285714,70.92857142857143,0,14,0,14,0,6,8
1992,CMR,0,24.454545454545453,168.63636363636363,62.63636363636363,0,11,0,11,0,8,3
1992,COD,0,26.0,176.33333333333334,67.0,0,9,0,9,0,1,8
1992,COK,0,22.5,172.5,86.5,0,2,0,2,0,0,2
1992,COL,0,25.941176470588236,173.3235294117647,67.79411764705883,1,34,0,25,9,2,32
1992,CRC,0,27.2,176.7,65.0,0,10,0,8,2,6,4
1992,CRO,0,23.048780487804876,185.90243902439025,82.65853658536585,27,41,0,29,12,5,36
1992,CUB,0,24.410596026490065,177.2980132450331,76.08609271523179,191,151,15,100,36,47,104
1992,CYP,0,24.23076923076923,181.69230769230768,79.07692307692308,0,13,0,11,2,2,11
1992,DEN,0,26.298850574712645,181.71264367816093,74.41379310344827,19,87,0,68,19,27,60
1992,DJI,0,27.6,174.8,59.8,0,5,0,5,0,0,5
1992,DOM,0,23.0,159.33333333333334,58.333333333333336,0,3,0,3,0,1,2
1992,ECU,0,28.3,162.4,57.9,0,10,0,10,0,4,6
1992,EGY,0,24.551724137931036,178.72413793103448,80.6896551724138,0,29,0,19,10,6,23
1992,ESA,0,24.0,185.0,86.0,0,1,0,1,0,0,1
1992,ESP,343,24.932773109243698,177.24649859943978,71.19327731092437,137,357,23,222,112,85,272
1992,EST,0,24.104166666666668,178.80208333333334,73.76041666666667,6,96,0,86,10,19,77
1992,ETH,0,21.529411764705884,168.1764705882353,57.470588235294116,6,17,0,17,0,3,14
1992,EUN,0,24.503496503496503,177.03356643356642,72.87482517482518,606,715,83,504,128,253,462
1992,FIJ,0,23.75862068965517,178.68965517241378,76.27586206896552,0,29,0,17,12,8,21
1992,FIN,0,25.102459016393443,177.50819672131146,71.3360655737705,46,244,0,183,61,72,172
1992,FRA,0,25.131736526946106,175.31736526946108,69.15119760479043,122,668,69,479,120,226,442
1992,GAB,0,22.0,175.0,69.0,0,2,0,2,0,1,1
1992,GAM,0,24.6,171.0,62.0,0,5,0,5,0,0,5
1992,GBR,0,25.73514431239389,176.21561969439728,71.16129032258064,77,589,58,421,110,197,392
1992,GEQ,0,24.0,176.0,77.0,0,1,0,1,0,0,1
1992,GER,0,24.705463182897862,178.32897862232778,71.96437054631829,591,842,84,556,202,320,522
1992,GHA,0,23.31578947368421,177.0,69.36842105263158,3,19,0,16,3,0,19
1992,GRE,0,25.305084745762713,178.08474576271186,78.33898305084746,8,59,0,49,10,12,47
1992,GUA,0,22.666666666666668,172.33333333333334,60.0,0,6,0,4,2,2,4
1992,GUI,0,21.571428571428573,174.71428571428572,61.42857142857143,0,7,0,7,0,1,6
1992,GUM,0,25.636363636363637,178.72727272727272,70.18181818181819,0,22,0,16,6,1,21
1992,GUY,0,24.857142857142858,172.14285714285714,65.0,0,7,0,7,0,1,6
1992,HAI,0,32.333333333333336,178.33333333333334,78.33333333333333,0,3,0,3,0,0,3
1992,HKG,0,24.29032258064516,177.93548387096774,69.41935483870968,0,31,0,19,12,3,28
1992,HON,0,21.933333333333334,173.86666666666667,62.4,0,15,0,4,11,6,9
1992,HUN,0,23.88888888888889,175.27407407407406,71.06666666666666,110,405,84,262,59,132,273
1992,INA,0,23.925925925925927,169.5185185185185,65.25925925925925,11,27,0,27,0,4,23
1992,IND,0,24.041666666666668,172.5,63.916666666666664,0,24,0,19,5,3,21
1992,IOA,0,24.58490566037736,178.37735849056602,73.50943396226415,4,53,0,53,0,13,40
1992,IRI,0,25.060606060606062,175.5151515151515,71.0909090909091,4,33,0,33,0,0,33
1992,IRL,0,27.470588235294116,178.7941176470588,73.0,6,68,0,59,9,8,60
1992,IRQ,0,21.5,172.5,61.0,0,2,0,2,0,0,2
1992,ISL,0,25.72,183.76,83.44,0,25,0,19,6,4,21
1992,ISR,0,24.714285714285715,179.35714285714286,78.0,0,14,0,12,2,1,13
1992,ISV,0,30.26923076923077,173.53846153846155,68.0,0,26,0,20,6,8,18
1992,ITA,0,25.37890625,176.71875,71.76953125,151,512,47,352,113,130,382
1992,IVB,0,43.5,191.0,77.0,0,2,0,2,0,0,2
1992,JAM,0,24.57894736842105,176.3684210526316,69.96491228070175,7,57,0,49,8,24,33
1992,JOR,0,24.666666666666668,187.33333333333334,69.0,0,3,0,3,0,0,3
1992,JPN,0,23.479166666666668,169.1685606060606,64.55492424242425,87,528,87,351,90,179,349
1992,KEN,0,26.456521739130434,174.08695652173913,63.26086956521739,18,46,0,46,0,9,37
1992,KOR,0,22.206060606060607,171.45454545454547,67.65151515151516,67,165,34,115,16,28,137
1992,KSA,0,28.0,183.33333333333334,93.0,0,3,0,3,0,0,3
1992,KUW,0,23.2,177.9,77.3,0,10,0,6,4,0,10
1992,LAO,0,25.428571428571427,169.85714285714286,60.142857142857146,0,7,0,7,0,0,7
1992,LAT,0,24.43243243243243,180.33783783783784,77.47297297297297,5,74,0,63,11,14,60
